x1,x2,x3,x4,x5,x6
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
NaN,NaN,NaN,NaN,NaN,NaN
0.6312500000000009,0.633749999999997,0.6337499999999922,0.6312500000000044,0.6312500000000006,0.6324999999999962
0.8925000000000001,0.8924999999999983,0.8900000000000009,0.891249999999997,0.891250000000001,0.8899999999999991
1.0350000000000037,1.0999999999999992,1.0937499999999991,1.0924999999999956,1.093750000000003,1.0937500000000073
1.1150000000000067,1.2787500000000012,1.2662499999999968,1.2662500000000023,1.2624999999999993,1.2625000000000002
1.1875000000000016,1.4062500000000024,1.4187500000000055,1.416249999999999,1.4125000000000005,1.4124999999999992
1.249999999999999,1.4900000000000027,1.5562499999999995,1.550000000000002,1.5475000000000003,1.5500000000000003
1.3150000000000002,1.5625000000000016,1.6837500000000039,1.6725000000000045,1.6725000000000054,1.6750000000000027
1.368750000000003,1.631250000000006,1.8025000000000007,1.7912500000000018,1.7875000000000019,1.7875000000000025
1.425000000000002,1.69625,1.9162500000000022,1.9000000000000028,1.896250000000002,1.8950000000000014
1.4750000000000036,1.7562499999999985,2.0225000000000035,2.002500000000003,2.0000000000000036,1.9962500000000034
1.5250000000000024,1.8100000000000047,2.1212500000000025,2.102500000000002,2.0975000000000037,2.097500000000002
1.5687499999999999,1.8650000000000033,2.215000000000003,2.196250000000003,2.191250000000003,2.1912500000000024
1.6125000000000038,1.9187500000000026,2.2962500000000032,2.2850000000000033,2.2812500000000036,2.2787500000000023
1.6562499999999998,1.9687500000000029,2.3750000000000027,2.375000000000003,2.367500000000003,2.3650000000000038
1.6999999999999995,2.018750000000005,2.4437500000000036,2.458750000000003,2.4500000000000037,2.4500000000000037
1.7400000000000007,2.062500000000003,2.5062500000000036,2.537500000000004,2.5312500000000027,2.5287500000000036
1.7775000000000063,2.110000000000001,2.567500000000004,2.6187500000000044,2.6100000000000034,2.606250000000004
1.815000000000001,2.152500000000003,2.6212500000000043,2.692500000000004,2.685000000000004,2.683750000000004
1.8537500000000013,2.1962500000000027,2.6787500000000035,2.7662500000000043,2.758750000000005,2.756250000000004
1.8875000000000024,2.2412500000000026,2.7287500000000033,2.841250000000005,2.831250000000003,2.8287500000000043
1.925000000000003,2.278750000000003,2.781250000000004,2.908750000000003,2.9037500000000027,2.900000000000005
1.9587500000000007,2.320000000000004,2.8287500000000043,2.978750000000005,2.9687500000000018,2.9662500000000036
1.9925000000000022,2.360000000000003,2.878750000000004,3.0437500000000024,3.037500000000004,3.033750000000005
2.0250000000000026,2.3975000000000035,2.921250000000005,3.108750000000004,3.103750000000006,3.100000000000004
2.0562500000000044,2.4337500000000034,2.9687500000000036,3.1750000000000043,3.1662500000000047,3.1625000000000028
2.0875000000000035,2.4712500000000035,3.012500000000005,3.237500000000007,3.2275000000000027,3.225000000000007
2.118750000000002,2.506250000000003,3.056250000000004,3.300000000000003,3.2900000000000036,3.2875000000000107
2.1500000000000035,2.5437500000000033,3.1000000000000045,3.3587500000000023,3.3500000000000054,3.347500000000003
2.178750000000003,2.5787500000000043,3.143750000000005,3.4187500000000073,3.4087500000000017,3.4062500000000036
