x1,x2,x3,x4,x5,x6
0.2828379279079986,0.13997338429394635,-0.037461571145143556,-0.00017957158090797863,-7.834078120454238e-6,-2.358515891252294e-6
0.2828379279079986,0.14832762249540757,-0.01859071069171561,-0.00042686238158490877,-1.0283616152766766e-5,-2.800917390852829e-6
0.2828379279079986,0.15716752099536946,0.0014529820866951667,-0.0015118963565641124,-1.4585554350335685e-5,-3.4387591827956002e-6
0.2828379279079986,0.1665833704719629,0.022875294847449688,-0.011576997565055674,-2.3454659263822095e-5,-4.430913322046646e-6
0.2828379279079986,0.17669775272086988,0.045953707286922184,-0.09385356560407619,-4.718827833394594e-5,-6.159662498506604e-6
0.2828379279079986,0.18768455241926596,0.07107440730202072,-0.08820687743363143,-0.00014970399398423517,-9.787025595834398e-6
0.2828379279079986,0.1998054044918499,0.09880712500609122,-0.038056524554153315,-0.0014967508467389696,-2.0589201182102064e-5
0.2828379279079986,0.2134883774903413,0.1300670754281693,0.019264078518962363,-0.12050898949966166,-9.55954117103673e-5
0.2828379279079986,0.22953087128851557,0.16653047988386865,0.08585812595694665,-0.03220409569412432,-0.026193409813372377
0.2828379279079986,0.24981045415569558,0.21205899617924862,0.16685032018052903,0.1080597873124319,0.020006482508373263
0.2828379279079986,0.2828379279079986,0.2828379279079986,0.2828379279079986,0.2828379279079986,0.2828379279079986
0.2828379279079986,0.4280878690125422,0.5904907732408141,0.6110225915877385,0.6142480711146602,0.6164837431562585
0.2828379279079986,0.46815629364531774,0.7318359480722652,0.8796971950147915,0.8822950537380594,0.8832488373885122
0.2828379279079986,0.49834727969769405,0.8062890642457795,1.083153759477844,1.085865003132392,1.0866451819500256
0.2828379279079986,0.5236766921839141,0.8684935249267666,1.2536881257702188,1.2567421514876884,1.25746513274488
0.2828379279079986,0.5459493896360551,0.9232044526946279,1.4030947653629438,1.4069550097389156,1.4076543705507905
0.2828379279079986,0.5660701025908428,0.9726689513595818,1.5364764744602402,1.542577512699101,1.543267294412996
0.2828379279079986,0.5845695176220136,1.0181891920716055,1.6547421591740314,1.6671854359183462,1.6678728111133658
0.2828379279079986,0.6017905412380069,1.0606022915485132,1.756552362468602,1.7830951498716303,1.7837842696907953
0.2828379279079986,0.6179699397352171,1.1004846803969281,1.8433750241322797,1.8919091977468674,1.8926026706409147
0.2828379279079986,0.6332793232201379,1.1382534773929884,1.9202378467508308,1.9947909923167995,1.9954905501676756
0.2828379279079986,0.6478477829901862,1.1742221254982554,1.9912692208818512,2.092616879727278,2.0933237153487374
0.2828379279079986,0.6617753214741958,1.208633269019785,2.0584877770722407,2.186066517163288,2.186781471612022
0.2828379279079986,0.6751412759740355,1.241679321039669,2.1227948168101807,2.275679649147656,2.2764033234337764
0.2828379279079986,0.6880098439589052,1.2735159287174846,2.1846643150670344,2.3618933990054103,2.3626262246375815
0.2828379279079986,0.7004338428758383,1.3042711233256263,2.244403636417631,2.445067675466649,2.445809961075379
0.2828379279079986,0.7124573485437127,1.3340517343254712,2.302241997300627,2.5255030207744067,2.5262549840722706
0.2828379279079986,0.7241175956750326,1.36294800578093,2.3583632827762746,2.6034534798845983,2.6042152702306316
0.2828379279079986,0.7354463780624513,1.3910369951859942,2.41292065043454,2.6791360901358248,2.6799078048510827
0.2828379279079986,0.7464711005679942,1.4183851256952953,2.466044427978833,2.7527380168080104,2.753519713209127
0.2828379279079986,0.7572155832274903,1.4450501361068049,2.517847088224456,2.8244220113478797,2.825213715771107
0.2828379279079986,0.7677006853249562,1.4710825937157277,2.5684267103837515,2.8943306504321265,2.895132365091228
0.2828379279079986,0.7779447963732686,1.4965270841752876,2.6178695383814836,2.962589673076306,2.9634013813381688
0.2828379279079986,0.7879642271309063,1.5214231588630265,2.666251944239767,3.0293106398345397,3.0301323103181232
0.2828379279079986,0.7977735244555044,1.5458060975655428,2.7136419730529737,3.0945930751848207,3.095424664972722
0.2828379279079986,0.8073857273777895,1.5697075286705415,2.7601005808082095,3.1585262108158343,3.1593676679892786
0.2828379279079986,0.8168125772747279,1.5931559381213947,2.8056826400109305,3.2211904170921404,3.2220416827443223
0.2828379279079986,0.8260646918135595,1.6161770905937987,2.8504377659954123,3.2826583882805593,3.2835193981257693
0.2828379279079986,0.8351517100195104,1.638794380719711,2.894411002466484,3.3429961314127414,3.3438668170749657
0.2828379279079986,0.8440824141179146,1.6610291280611005,2.937643395050388,3.402263797139822,3.4031440871931613
0.2828379279079986,0.8528648325396427,1.6829008264667285,2.9801724747473175,3.4605163823906095,3.46140620319703
