x1,x2,x3,x4,x5,x6
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
NaN,NaN,NaN,NaN,NaN,NaN
0.412499999999998,0.5287500000000017,0.6287499999999964,0.6287499999999976,0.6274999999999973,0.6287500000000027
0.539999999999995,0.664999999999998,0.8400000000000012,0.8912500000000025,0.8925000000000014,0.891250000000002
0.6412500000000027,0.778750000000001,0.9662500000000058,1.0962500000000046,1.093749999999994,1.09375
0.7287500000000003,0.8712500000000063,1.0775000000000092,1.2662499999999997,1.2649999999999992,1.2625000000000042
0.8037500000000041,0.9575000000000008,1.1750000000000018,1.42125,1.4125000000000014,1.4125000000000003
0.8725000000000043,1.035,1.2662500000000025,1.562500000000002,1.5462500000000026,1.5499999999999996
0.9374999999999963,1.1062500000000015,1.3500000000000028,1.6900000000000002,1.6750000000000003,1.6725000000000037
0.9950000000000025,1.1750000000000027,1.4287500000000017,1.8050000000000046,1.7875000000000054,1.787500000000005
1.050000000000005,1.2337500000000021,1.5000000000000016,1.9050000000000011,1.9000000000000012,1.8962500000000022
1.1025000000000058,1.2962499999999986,1.5700000000000027,1.9925000000000026,2.0000000000000044,2.000000000000003
1.1537500000000016,1.353750000000007,1.6375000000000026,2.0750000000000033,2.1000000000000014,2.0962500000000026
1.2000000000000048,1.4062500000000007,1.699999999999999,2.153750000000003,2.1912500000000037,2.1900000000000026
1.2474999999999963,1.4587499999999975,1.7625000000000024,2.227500000000004,2.2837500000000035,2.2812500000000027
1.2912500000000038,1.5062500000000014,1.8200000000000025,2.300000000000003,2.368750000000003,2.366250000000004
1.3312499999999996,1.5562499999999992,1.8750000000000016,2.370000000000003,2.4500000000000037,2.4500000000000037
1.3725000000000007,1.600000000000001,1.9312500000000041,2.437500000000003,2.533750000000004,2.531250000000003
1.4125000000000036,1.6500000000000012,1.9850000000000017,2.506250000000003,2.612500000000004,2.6087500000000032
1.4537500000000014,1.692500000000001,2.0375000000000023,2.5687500000000036,2.687500000000004,2.6837500000000047
1.491250000000003,1.7325000000000015,2.087500000000004,2.632500000000003,2.762500000000004,2.7575000000000034
1.5250000000000021,1.778750000000003,2.1375000000000055,2.6937500000000045,2.833750000000003,2.8287500000000043
1.5587499999999994,1.8175000000000028,2.183750000000003,2.7537500000000033,2.902500000000003,2.900000000000005
1.5962500000000024,1.8537500000000033,2.2312500000000024,2.8125000000000044,2.9712500000000017,2.966250000000005
1.6300000000000046,1.8937500000000034,2.275000000000003,2.868750000000004,3.037500000000006,3.0350000000000077
1.6600000000000024,1.9312500000000021,2.3212500000000027,2.9250000000000047,3.1037500000000025,3.1000000000000014
1.696250000000005,1.9687500000000036,2.3650000000000033,2.9800000000000044,3.168750000000003,3.165000000000005
1.7287500000000056,2.0037500000000033,2.4087500000000035,3.033750000000003,3.2312500000000077,3.2250000000000068
1.756250000000001,2.041250000000001,2.4500000000000037,3.0875000000000035,3.292500000000005,3.287500000000007
1.7875000000000005,2.075000000000004,2.4912500000000035,3.137500000000005,3.352500000000003,3.346250000000003
1.818750000000002,2.108750000000003,2.5312500000000036,3.187500000000003,3.412500000000005,3.4062500000000058
